fantasy_owner,ipl_team,nickname,full_name,role,is_overseas,official_name,official_player_id,official_player_url,official_stats_feed_url,mapping_source,mapping_notes,playing_xi_tier,availability_modifier,availability_note,overseas_competition_note,availability_source,confidence,career_batting_matches,career_batting_innings,career_batting_not_outs,career_batting_runs,career_batting_high_score,career_batting_average,career_batting_balls_faced,career_batting_strike_rate,career_batting_hundreds,career_batting_fifties,career_batting_fours,career_batting_sixes,career_batting_catches,career_batting_stumpings,career_bowling_matches,career_bowling_innings,career_bowling_balls,career_bowling_runs_conceded,career_bowling_wickets,career_bowling_best_bowling,career_bowling_average,career_bowling_economy,career_bowling_strike_rate,career_bowling_four_wkts,career_bowling_five_wkts,season_2025_batting_matches,season_2025_batting_innings,season_2025_batting_not_outs,season_2025_batting_runs,season_2025_batting_high_score,season_2025_batting_average,season_2025_batting_balls_faced,season_2025_batting_strike_rate,season_2025_batting_hundreds,season_2025_batting_fifties,season_2025_batting_fours,season_2025_batting_sixes,season_2025_batting_catches,season_2025_batting_stumpings,season_2025_bowling_matches,season_2025_bowling_innings,season_2025_bowling_balls,season_2025_bowling_runs_conceded,season_2025_bowling_wickets,season_2025_bowling_best_bowling,season_2025_bowling_average,season_2025_bowling_economy,season_2025_bowling_strike_rate,season_2025_bowling_four_wkts,season_2025_bowling_five_wkts,season_2024_batting_matches,season_2024_batting_innings,season_2024_batting_not_outs,season_2024_batting_runs,season_2024_batting_high_score,season_2024_batting_average,season_2024_batting_balls_faced,season_2024_batting_strike_rate,season_2024_batting_hundreds,season_2024_batting_fifties,season_2024_batting_fours,season_2024_batting_sixes,season_2024_batting_catches,season_2024_batting_stumpings,season_2024_bowling_matches,season_2024_bowling_innings,season_2024_bowling_balls,season_2024_bowling_runs_conceded,season_2024_bowling_wickets,season_2024_bowling_best_bowling,season_2024_bowling_average,season_2024_bowling_economy,season_2024_bowling_strike_rate,season_2024_bowling_four_wkts,season_2024_bowling_five_wkts,stats_source,stats_fetched_at,stats_status
Manan,CSK,Samson,Sanju Samson,WK,False,Sanju Samson,258,https://www.iplt20.com/players/sanju-samson/258,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/258-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,177,172,20,4704,119,30.95,3383,139.05,3,26,379,219,86,17,177,0,0,0,0,,,,,0,0,9,9,1,285,66,35.63,203,140.39,0,1,27,13,4,1,9,,,,,,,,,,,16,15,4,531,86,48.27,346,153.47,0,5,48,24,6,1,16,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/258-playerstats.js,2026-03-23T10:50:54.278476+00:00,ok
Akshit,CSK,Henry,Matt Henry,BOWL,True,Matt Henry,1505,https://www.iplt20.com/players/matt-henry/1505,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/1505-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,4,0,0,,,,,,0,0,,,,,2,2,30,71,1,1/31,71.00,14.20,30.00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,,,,,0,0,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/1505-playerstats.js,2026-03-23T10:50:54.304121+00:00,ok
Saurabh,CSK,Dube,Shivam Dube,AR,False,Shivam Dube,5431,https://www.iplt20.com/players/shivam-dube/5431,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/5431-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,79,75,14,1859,95*,30.48,1294,143.66,0,10,108,122,23,0,79,15,124,213,5,2/15,42.60,10.31,24.80,0,0,14,14,3,357,50,32.45,270,132.22,0,1,22,21,4,,14,1,12,33,0,0/33,,16.50,,0,0,14,14,3,396,66*,36.00,244,162.30,0,3,28,28,2,,14,1,6,14,1,1/14,14.00,14.00,6.00,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/5431-playerstats.js,2026-03-23T10:50:54.304438+00:00,ok
Vyom,CSK,Noor,Noor Ahmad,BOWL,True,Noor Ahmad,20590,https://www.iplt20.com/players/noor-ahmad/20590,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/20590-playerstats.js,registry_exact_team_match,Official stats feed not available for this player ID.,LIKELY,1.0,,,,High,37,13,5,20,7*,2.50,35,57.14,0,0,2,0,9,,37,37,792,1067,48,4/18,22.23,8.08,16.50,2,0,14,6,2,7,2,1.75,17,41.18,0,0,0,0,2,,14,14,300,408,24,4/18,17.00,8.16,12.50,2,0,10,4,2,5,4,2.50,9,55.56,0,0,1,0,5,,10,10,209,290,8,2/20,36.25,8.33,26.13,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/20590-playerstats.js,2026-03-23T10:50:54.304642+00:00,ok
Harsh,CSK,Brewis,Dewald Brevis,BAT,True,Dewald Brevis,20593,https://www.iplt20.com/players/dewald-brevis/20593,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/20593-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,16,16,0,455,57,28.44,297,153.20,0,2,30,33,10,,16,1,3,8,1,1/8,8.00,16.00,3.00,0,0,6,6,0,225,57,37.50,125,180.00,0,2,13,17,6,,6,,,,,,,,,,,3,3,0,69,46,23.00,59,116.95,0,0,3,5,1,,3,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/20593-playerstats.js,2026-03-23T10:50:54.305334+00:00,ok
Dharmik,CSK,Overton,Jamie Overton,AR,True,Jamie Overton,22109,https://www.iplt20.com/players/jamie-overton/22109,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/22109-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,3,2,2,15,11*,,7,214.29,0,0,1,1,,,3,3,36,83,0,0/24,,13.83,,0,0,3,2,2,15,11*,,7,214.29,0,0,1,1,,,3,3,36,83,0,0/24,,13.83,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/22109-playerstats.js,2026-03-23T10:50:54.306068+00:00,ok
Dharmil,CSK,Ruturaj,Ruturaj Gaikwad,BAT,False,Ruturaj Gaikwad,5443,https://www.iplt20.com/players/ruturaj-gaikwad/5443,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/5443-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,71,70,8,2502,108*,40.35,1820,137.47,2,20,231,95,39,0,71,0,0,0,0,,,,,0,0,5,5,0,122,63,24.40,81,150.62,0,2,14,4,3,,5,,,,,,,,,,,14,14,3,583,108*,53.00,413,141.16,1,4,58,18,5,,14,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/5443-playerstats.js,2026-03-23T10:50:54.308731+00:00,ok
Manan,CSK,R Chahar,Rahul Chahar,BOWL,False,Rahul Chahar,3763,https://www.iplt20.com/players/rahul-chahar/3763,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/3763-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,79,24,8,129,25*,8.06,124,104.03,0,0,13,5,23,0,79,78,1670,2150,75,4/27,28.67,7.72,22.27,1,0,1,0,0,,,,,,0,0,,,,,1,1,6,9,0,0/9,,9.00,,0,0,9,2,1,21,16,21.00,15,140.00,0,0,3,1,3,,9,9,186,279,10,3/23,27.90,9.00,18.60,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/3763-playerstats.js,2026-03-23T10:50:54.323650+00:00,ok
Akshit,CSK,Kartik,Kartik Sharma,BOWL,False,Kartik Sharma,23012,https://www.iplt20.com/players/kartik-sharma/23012,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/23012-playerstats.js,team_nickname_override,Resolved via accepted team-scoped override to 'Kartik Sharma'. Official stats feed not available for this player ID.,LIKELY,1.0,,,,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/23012-playerstats.js,2026-03-23T10:50:56.136078+00:00,feed_missing
Saurabh,CSK,Khaleel,Khaleel Ahmed,BOWL,False,Khaleel Ahmed,2964,https://www.iplt20.com/players/khaleel-ahmed/2964,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/2964-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,71,6,2,2,1*,0.50,9,22.22,0,0,0,0,5,0,71,71,1556,2328,89,3/21,26.16,8.98,17.48,0,0,14,2,2,1,1*,,2,50.00,0,0,0,0,1,,14,14,280,447,15,3/29,29.80,9.58,18.67,0,0,14,0,0,,,,,,0,0,,,1,,14,14,300,479,17,2/21,28.18,9.58,17.65,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/2964-playerstats.js,2026-03-23T10:50:56.158479+00:00,ok
Vyom,CSK,Anshul,Anshul Kamboj,AR,False,Anshul Kamboj,20702,https://www.iplt20.com/players/anshul-kamboj/20702,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/20702-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,11,6,4,16,5*,8.00,14,114.29,0,0,2,0,4,,11,11,189,286,10,3/13,28.60,9.08,18.90,0,0,8,5,3,14,5*,7.00,12,116.67,0,0,2,0,1,,8,8,129,172,8,3/13,21.50,8.00,16.13,0,0,3,1,1,2,2*,,2,100.00,0,0,0,0,3,,3,3,60,114,2,1/24,57.00,11.40,30.00,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/20702-playerstats.js,2026-03-23T10:50:56.161506+00:00,ok
Harsh,CSK,Sarfaraz,Sarfaraz Khan,BAT,False,Sarfaraz Khan,1564,https://www.iplt20.com/players/sarfaraz-khan/1564,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/1564-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,40,28,9,441,67,23.21,319,138.24,0,1,50,11,4,0,38,1,2,6,0,0/6,,18.00,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/1564-playerstats.js,2026-03-23T10:50:56.165547+00:00,ok
Dharmik,CSK,Akeal,Akeal Hosein,BOWL,True,Akeal Hosein,5608,https://www.iplt20.com/players/akeal-hosein/5608,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/5608-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/5608-playerstats.js,2026-03-23T10:50:56.250210+00:00,ok
Dharmil,CSK,Mhatre,Ayush Mhatre,BAT,False,Ayush Mhatre,22377,https://www.iplt20.com/players/ayush-mhatre/22377,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/22377-playerstats.js,team_nickname_override,Resolved via accepted team-scoped override to 'Ayush Mhatre'.,LIKELY,1.0,,,,High,7,7,0,240,94,34.29,127,188.98,0,1,31,11,4,,7,,,,,,,,,,,7,7,0,240,94,34.29,127,188.98,0,1,31,11,4,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/22377-playerstats.js,2026-03-23T10:50:56.280599+00:00,ok
Akshit,CSK,prashant,Prashant Veer,BOWL,False,Prashant Veer,23008,https://www.iplt20.com/players/prashant-veer/23008,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/23008-playerstats.js,team_nickname_override,Resolved via accepted team-scoped override to 'Prashant Veer'. Official stats feed not available for this player ID.,LIKELY,1.0,,,,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/23008-playerstats.js,2026-03-23T10:50:56.410333+00:00,feed_missing
Saurabh,CSK,MSD,Ms Dhoni,WK,False,Ms Dhoni,1,https://www.iplt20.com/players/ms-dhoni/1,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/1-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,278,242,100,5439,84*,38.30,3957,137.45,0,24,375,264,158,47,278,0,0,0,0,,,,,0,0,14,13,5,196,30*,24.50,145,135.17,0,0,12,12,6,5,14,,,,,,,,,,,14,11,8,161,37*,53.67,73,220.55,0,0,14,13,10,,14,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/1-playerstats.js,2026-03-23T10:50:56.937066+00:00,ok
Vyom,CSK,Gurjapneet,Gurjapneet Singh,BOWL,False,Gurjapneet Singh,22032,https://www.iplt20.com/players/gurjapneet-singh/22032,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/22032-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/22032-playerstats.js,2026-03-23T10:50:56.938108+00:00,ok
Harsh,CSK,Urvil,Urvil Patel,BAT,False,Urvil Patel,5653,https://www.iplt20.com/players/urvil-patel/5653,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/5653-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,3,3,0,68,37,22.67,32,212.50,0,0,5,6,2,,3,,,,,,,,,,,3,3,0,68,37,22.67,32,212.50,0,0,5,6,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/5653-playerstats.js,2026-03-23T10:50:56.939727+00:00,ok
Dharmil,CSK,Ellis,Nathan Ellis,BOWL,True,Nathan Ellis,17118,https://www.iplt20.com/players/nathan-ellis/17118,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/17118-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,17,5,1,19,12,4.75,25,76.00,0,0,0,1,3,0,17,17,384,554,19,4/30,29.16,8.66,20.21,1,0,1,0,0,,,,,,0,0,,,,,1,1,24,38,1,1/38,38.00,9.50,24.00,0,0,1,0,0,,,,,,0,0,,,,,1,1,24,24,1,1/24,24.00,6.00,24.00,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/17118-playerstats.js,2026-03-23T10:50:57.144554+00:00,ok
Manan,MI,HP,Hardik Pandya,AR,False,Hardik Pandya,2740,https://www.iplt20.com/players/hardik-pandya/2740,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/2740-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,152,140,43,2749,91,28.34,1871,146.93,0,10,207,148,72,0,152,107,1628,2492,78,5/36,31.95,9.18,20.87,0,1,15,12,3,224,48*,24.89,137,163.50,0,0,18,12,3,,15,14,210,342,14,5/36,24.43,9.77,15.00,0,1,14,13,1,216,46,18.00,151,143.05,0,0,17,11,4,,14,12,216,387,11,3/31,35.18,10.75,19.64,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/2740-playerstats.js,2026-03-23T10:50:57.149450+00:00,ok
Akshit,MI,Boult,Trent Boult,BOWL,True,Trent Boult,969,https://www.iplt20.com/players/trent-boult/969,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/969-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,120,29,20,85,17*,9.44,81,104.94,0,0,5,3,35,0,120,119,2683,3747,143,4/18,26.20,8.38,18.76,2,0,16,2,1,2,1,2.00,3,66.67,0,0,0,0,1,,16,16,346,517,22,4/26,23.50,8.97,15.73,1,0,16,5,3,14,12,7.00,16,87.50,0,0,2,0,4,,16,15,320,443,16,3/22,27.69,8.31,20.00,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/969-playerstats.js,2026-03-23T10:50:57.357562+00:00,ok
Saurabh,MI,Bumrah,Jasprit Bumrah,BOWL,False,Jasprit Bumrah,1124,https://www.iplt20.com/players/jasprit-bumrah/1124,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/1124-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,145,32,25,69,16*,9.86,79,87.34,0,0,5,1,18,0,145,145,3337,4030,183,5/10,22.02,7.25,18.23,3,2,12,1,1,0,0*,,1,0.00,0,0,0,0,2,,12,12,284,316,18,4/22,17.56,6.68,15.78,1,0,13,4,4,12,8*,,12,100.00,0,0,1,0,1,,13,13,311,336,20,5/21,16.80,6.48,15.55,0,1,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/1124-playerstats.js,2026-03-23T10:50:57.359798+00:00,ok
Vyom,MI,Rickelton,Ryan Rickelton,BAT,True,Ryan Rickelton,22003,https://www.iplt20.com/players/ryan-rickelton/22003,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/22003-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,14,14,1,388,62*,29.85,257,150.97,0,3,47,17,11,5,14,,,,,,,,,,,14,14,1,388,62*,29.85,257,150.97,0,3,47,17,11,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/22003-playerstats.js,2026-03-23T10:50:57.365472+00:00,ok
Harsh,MI,QDK,Quinton De Kock,WK,True,Quinton De Kock,834,https://www.iplt20.com/players/quinton-de-kock/834,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/834-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,115,115,7,3309,140*,30.64,2469,134.02,2,24,325,134,73,16,115,0,0,0,0,,,,,0,0,8,8,1,152,97*,21.71,117,129.91,0,1,9,11,3,,8,,,,,,,,,,,11,11,0,250,81,22.73,186,134.41,0,3,29,9,3,,11,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/834-playerstats.js,2026-03-23T10:50:57.426009+00:00,ok
Dharmik,MI,Rohit,Rohit Sharma,BAT,False,Rohit Sharma,107,https://www.iplt20.com/players/rohit-sharma/107,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/107-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,272,267,30,7046,109*,29.73,5334,132.10,2,47,640,302,102,0,272,32,363,453,15,4/6,30.20,7.49,24.20,1,0,15,15,1,418,81,29.86,280,149.29,0,4,41,22,1,,15,,,,,,,,,,,14,14,1,417,105*,32.08,278,150.00,1,1,45,23,3,,14,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/107-playerstats.js,2026-03-23T10:50:57.508577+00:00,ok
Dharmil,MI,Sky,Surya Kumar Yadav,BAT,False,Surya Kumar Yadav,108,https://www.iplt20.com/players/surya-kumar-yadav/108,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/108-playerstats.js,team_nickname_override,Resolved via accepted team-scoped override to 'Surya Kumar Yadav'.,LIKELY,1.0,,,,High,214,198,43,6462,103*,41.69,4181,154.56,2,44,661,282,80,0,182,1,6,8,0,0/8,,8.00,,0,0,16,16,5,717,73*,65.18,427,167.92,0,5,69,38,6,,16,,,,,,,,,,,11,11,1,345,102*,34.50,206,167.48,1,3,36,18,4,,11,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/108-playerstats.js,2026-03-23T10:50:57.654581+00:00,ok
Manan,MI,Jacks,Will Jacks,AR,True,Will Jacks,5629,https://www.iplt20.com/players/will-jacks/5629,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/5629-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,21,19,2,463,100*,27.24,303,152.81,1,2,38,29,9,,21,13,138,220,8,2/14,27.50,9.57,17.25,0,0,13,11,1,233,53,23.30,172,135.47,0,1,22,11,6,,13,8,84,120,6,2/14,20.00,8.57,14.00,0,0,8,8,1,230,100*,32.86,131,175.57,1,1,16,18,3,,8,5,54,100,2,1/23,50.00,11.11,27.00,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/5629-playerstats.js,2026-03-23T10:50:58.300939+00:00,ok
Akshit,MI,Naman,Naman Dhir,BAT,False,Naman Dhir,20701,https://www.iplt20.com/players/naman-dhir/20701,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/20701-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,23,19,5,392,62*,28.00,217,180.65,0,1,36,23,15,,23,5,52,76,0,0/13,,8.77,,0,0,16,12,4,252,46,31.50,138,182.61,0,0,24,13,12,,16,2,24,21,0,0/9,,5.25,,0,0,7,7,1,140,62*,23.33,79,177.22,0,1,12,10,3,,7,3,28,55,0,0/13,,11.79,,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/20701-playerstats.js,2026-03-23T10:50:58.304597+00:00,ok
Saurabh,MI,Markande,Mayank Markande,BOWL,False,Mayank Markande,4951,https://www.iplt20.com/players/mayank-markande/4951,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/4951-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,37,11,8,48,18*,16.00,42,114.29,0,0,5,1,8,0,37,37,720,1069,37,4/15,28.89,8.91,19.46,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,,,,,,0,0,,,2,,7,7,132,259,8,2/26,32.38,11.77,16.50,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/4951-playerstats.js,2026-03-23T10:50:58.400322+00:00,ok
Vyom,MI,Allah,Allah Ghazanfar,BOWL,True,Allah Ghazanfar,20725,https://www.iplt20.com/players/allah-ghazanfar/20725,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/20725-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/20725-playerstats.js,2026-03-23T10:50:58.401497+00:00,ok
Harsh,MI,Rutherford,Sherfane Rutherford,BAT,True,Sherfane Rutherford,5396,https://www.iplt20.com/players/sherfane-rutherford/5396,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/5396-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,23,20,4,397,46,24.81,289,137.37,0,0,25,26,6,0,23,6,41,59,1,1/6,59.00,8.63,41.00,0,0,13,11,2,291,46,32.33,185,157.30,0,0,22,18,1,,13,,,,,,,,,,,0,0,0,0,0,0.00,0,0.00,0,0,0,0,,,0,,,,,,,,,,,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/5396-playerstats.js,2026-03-23T10:50:58.453636+00:00,ok
Dharmik,MI,Tilak,N Tilak Varma,BAT,False,N Tilak Varma,20594,https://www.iplt20.com/players/n-tilak-varma/20594,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/20594-playerstats.js,team_nickname_override,Resolved via accepted team-scoped override to 'N Tilak Varma'.,LIKELY,1.0,,,,High,54,51,11,1499,84*,37.48,1038,144.41,0,8,113,74,32,,54,4,22,28,0,0/6,,7.64,,0,0,16,13,2,343,59,31.18,248,138.31,0,2,23,16,9,,16,,,,,,,,,,,13,13,3,416,65,41.60,278,149.64,0,3,35,19,9,,13,1,4,8,0,0/8,,12.00,,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/20594-playerstats.js,2026-03-23T10:50:58.520098+00:00,ok
Dharmil,MI,Deepak,Deepak Chahar,BOWL,False,Deepak Chahar,140,https://www.iplt20.com/players/deepak-chahar/140,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/140-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,95,17,9,117,39,14.63,84,139.29,0,0,5,8,15,0,95,95,1915,2597,88,4/13,29.51,8.14,21.76,2,0,14,4,3,37,28*,37.00,25,148.00,0,0,3,2,2,,14,14,246,376,11,2/12,34.18,9.17,22.36,0,0,8,0,0,,,,,,0,0,,,,,8,8,141,202,5,2/28,40.40,8.60,28.20,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/140-playerstats.js,2026-03-23T10:50:58.534908+00:00,ok
Akshit,MI,Santner,Mitchell Santner,AR,True,Mitchell Santner,1903,https://www.iplt20.com/players/mitchell-santner/1903,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/1903-playerstats.js,registry_exact_team_match,,LIKELY,1.0,,,,High,31,19,11,110,22,13.75,104,105.77,0,0,6,6,14,0,31,31,603,735,25,3/11,29.40,7.31,24.12,0,0,13,8,6,40,18*,20.00,33,121.21,0,0,2,3,8,,13,13,237,313,10,3/11,31.30,7.92,23.70,0,0,3,3,0,14,11,4.67,17,82.35,0,0,1,0,1,,3,3,54,64,2,1/10,32.00,7.11,27.00,0,0,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/feeds/stats/player/1903-playerstats.js,2026-03-23T10:50:58.593746+00:00,ok
